	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_c_pr2[3,104]	-0.918	0.00383	0.23	-1.34	-0.93	-0.486	3622.0	0.0416	1.0
theta_c_pr2[3,105]	-0.374	0.00349	0.257	-0.867	-0.387	0.138	5414.0	0.0621	1.0
theta_c_pr2[3,106]	0.692	0.00536	0.608	-0.329	0.625	1.99	12837.0	0.147	1.0
theta_c_pr2[3,107]	0.359	0.00597	0.732	-0.962	0.308	1.84	15023.0	0.172	1.0
theta_c_pr2[3,108]	1.06	0.00669	0.767	-0.419	1.04	2.58	13162.0	0.151	1.0
theta_c_pr2[3,109]	0.407	0.0061	0.654	-0.681	0.329	1.81	11493.0	0.132	1.0
theta_c_pr2[3,110]	-0.128	0.00606	0.714	-1.3	-0.219	1.4	13871.0	0.159	1.0
theta_c_pr2[3,111]	0.899	0.00556	0.619	-0.216	0.849	2.16	12391.0	0.142	1.0
theta_c_pr2[3,112]	-0.386	0.00565	0.546	-1.16	-0.5	0.942	9353.0	0.107	1.0
theta_c_pr2[3,113]	0.392	0.00616	0.699	-0.71	0.288	1.92	12886.0	0.148	1.0
theta_c_pr2[3,114]	0.501	0.00638	0.705	-0.648	0.418	2.0	12212.0	0.14	1.0
theta_c_pr2[3,115]	-0.596	0.00638	0.607	-1.38	-0.755	0.94	9069.0	0.104	1.0
theta_c_pr2[3,116]	0.366	0.0068	0.727	-0.879	0.294	1.9	11428.0	0.131	1.0
theta_c_pr2[3,117]	-0.949	0.00342	0.201	-1.35	-0.95	-0.572	3450.0	0.0396	1.0
theta_c_pr2[3,118]	-0.548	0.0303	1.24	-2.01	-0.986	2.04	1677.0	0.0192	1.0
theta_c_pr2[3,119]	-0.97	0.00344	0.225	-1.4	-0.979	-0.53	4279.0	0.0491	1.0
theta_c_pr2[3,120]	-0.301	0.00804	0.796	-1.31	-0.533	1.57	9788.0	0.112	1.0
theta_c_pr2[3,121]	-1.26	0.00739	0.468	-1.79	-1.35	0.0525	4017.0	0.0461	1.0
theta_c_pr2[3,122]	0.251	0.00615	0.747	-1.07	0.191	1.78	14746.0	0.169	1.0
theta_c_pr2[3,123]	0.295	0.00745	0.787	-1.06	0.232	1.92	11181.0	0.128	1.0
theta_c_pr2[3,124]	1.22	0.0157	0.745	-0.291	1.2	2.64	2267.0	0.026	1.0
theta_c_pr2[3,125]	0.202	0.00611	0.581	-0.686	0.0997	1.54	9026.0	0.104	1.0
theta_c_pr2[3,126]	-0.149	0.0101	0.959	-1.49	-0.312	1.86	9053.0	0.104	1.0
theta_c_pr2[3,127]	0.0885	0.00944	0.92	-1.35	-0.0164	2.0	9497.0	0.109	1.0
theta_c_pr2[3,128]	-0.535	0.0189	1.11	-1.68	-1.07	2.04	3404.0	0.0391	1.0
theta_c_pr2[4,1]	0.761	0.0058	0.326	0.134	0.749	1.42	3153.0	0.0362	1.0
theta_c_pr2[4,2]	2.1	0.00532	0.443	1.22	2.08	2.97	6930.0	0.0795	1.0
theta_c_pr2[4,3]	0.285	0.00313	0.214	-0.141	0.281	0.703	4677.0	0.0537	1.0
theta_c_pr2[4,4]	0.792	0.0127	1.01	-1.28	0.876	2.51	6272.0	0.072	1.0
theta_c_pr2[4,5]	-0.654	0.0193	0.418	-1.46	-0.683	0.204	471.0	0.0054	1.01
theta_c_pr2[4,6]	0.882	0.00368	0.383	0.143	0.871	1.63	10790.0	0.124	1.0
theta_c_pr2[4,7]	0.87	0.00348	0.251	0.371	0.867	1.36	5203.0	0.0597	1.0
theta_c_pr2[4,8]	1.6	0.0042	0.318	0.972	1.59	2.22	5706.0	0.0655	1.0
theta_c_pr2[4,9]	-0.955	0.00515	0.402	-1.67	-0.991	-0.0934	6087.0	0.0699	1.0
theta_c_pr2[4,10]	-0.196	0.00313	0.243	-0.639	-0.216	0.32	6019.0	0.0691	1.0
theta_c_pr2[4,11]	0.354	0.00352	0.214	-0.0549	0.343	0.784	3682.0	0.0423	1.0
theta_c_pr2[4,12]	-0.194	0.00737	0.723	-1.29	-0.332	1.39	9630.0	0.111	1.0
theta_c_pr2[4,13]	-0.136	0.00345	0.263	-0.595	-0.162	0.443	5780.0	0.0663	1.0
theta_c_pr2[4,14]	-0.493	0.00538	0.428	-1.2	-0.545	0.494	6330.0	0.0726	1.0
theta_c_pr2[4,15]	0.353	0.0195	0.277	-0.107	0.318	1.01	202.0	0.00232	1.02
theta_c_pr2[4,16]	0.525	0.00496	0.513	-0.484	0.526	1.5	10706.0	0.123	1.0
theta_c_pr2[4,17]	-0.935	0.00502	0.424	-1.59	-1.01	0.0905	7110.0	0.0816	1.0
theta_c_pr2[4,18]	0.762	0.00429	0.28	0.259	0.738	1.35	4280.0	0.0491	1.0
theta_c_pr2[4,19]	0.335	0.00457	0.459	-0.61	0.341	1.2	10093.0	0.116	1.0
theta_c_pr2[4,20]	2.02	0.00971	0.759	0.343	2.06	3.34	6104.0	0.07	1.0
theta_c_pr2[4,21]	0.512	0.00356	0.267	0.0139	0.495	1.06	5610.0	0.0644	1.0
theta_c_pr2[4,22]	-0.182	0.00482	0.311	-0.764	-0.199	0.445	4148.0	0.0476	1.0
theta_c_pr2[4,23]	0.871	0.00278	0.23	0.43	0.863	1.31	6840.0	0.0785	1.0
theta_c_pr2[4,24]	0.749	0.0049	0.268	0.242	0.736	1.29	2997.0	0.0344	1.0
theta_c_pr2[4,25]	0.158	0.00513	0.337	-0.511	0.15	0.82	4315.0	0.0495	1.0
theta_c_pr2[4,26]	-0.425	0.00457	0.363	-0.995	-0.488	0.439	6308.0	0.0724	1.0
theta_c_pr2[4,27]	0.0145	0.00443	0.397	-0.686	-0.0271	0.872	8042.0	0.0923	1.0
theta_c_pr2[4,28]	0.621	0.00513	0.283	0.115	0.597	1.22	3045.0	0.0349	1.0
theta_c_pr2[4,29]	-1.08	0.0161	1.03	-2.51	-1.39	1.28	4047.0	0.0464	1.0
theta_c_pr2[4,30]	0.451	0.0114	0.973	-1.65	0.529	2.12	7248.0	0.0832	1.0
theta_c_pr2[4,31]	-1.29	0.0204	1.21	-3.11	-1.61	1.32	3522.0	0.0404	1.0
theta_c_pr2[4,32]	0.035	0.00402	0.403	-0.631	-0.0248	0.89	10038.0	0.115	1.0
theta_c_pr2[4,33]	1.01	0.00319	0.238	0.533	1.0	1.46	5582.0	0.0641	1.0
theta_c_pr2[4,34]	-0.638	0.0111	0.91	-1.86	-0.92	1.41	6745.0	0.0774	1.0
theta_c_pr2[4,35]	1.42	0.0049	0.323	0.823	1.4	2.1	4352.0	0.0499	1.0
theta_c_pr2[4,36]	1.08	0.0053	0.289	0.532	1.06	1.67	2973.0	0.0341	1.0
theta_c_pr2[4,37]	-1.41	0.0205	1.25	-3.34	-1.67	1.25	3729.0	0.0428	1.0
theta_c_pr2[4,38]	-0.564	0.0117	0.931	-2.01	-0.669	1.25	6304.0	0.0723	1.0
theta_c_pr2[4,39]	-1.11	0.00554	0.344	-1.75	-1.14	-0.371	3866.0	0.0444	1.0
theta_c_pr2[4,40]	-0.222	0.00426	0.296	-0.793	-0.238	0.378	4832.0	0.0555	1.0
theta_c_pr2[4,41]	-1.76	0.0217	1.01	-3.23	-1.99	0.948	2158.0	0.0248	1.0
theta_c_pr2[4,42]	0.119	0.00649	0.279	-0.406	0.102	0.706	1845.0	0.0212	1.0
theta_c_pr2[4,43]	0.565	0.00282	0.237	0.0905	0.562	1.02	7036.0	0.0807	1.0
theta_c_pr2[4,44]	0.75	0.00529	0.356	0.0502	0.743	1.45	4525.0	0.0519	1.0
theta_c_pr2[4,45]	-1.17	0.0254	1.2	-2.72	-1.61	1.55	2251.0	0.0258	1.0
theta_c_pr2[4,46]	-1.37	0.0143	0.97	-2.63	-1.65	1.13	4568.0	0.0524	1.0
theta_c_pr2[4,47]	0.432	0.00367	0.281	-0.0517	0.4	1.03	5851.0	0.0671	1.0
theta_c_pr2[4,48]	0.476	0.00349	0.243	0.00177	0.465	0.963	4865.0	0.0558	1.0
theta_c_pr2[4,49]	-0.637	0.01	0.87	-1.78	-0.891	1.36	7502.0	0.0861	1.0
theta_c_pr2[4,50]	-0.4	0.00341	0.28	-0.908	-0.428	0.207	6742.0	0.0774	1.0
theta_c_pr2[4,51]	0.00221	0.0045	0.286	-0.568	-0.00535	0.565	4038.0	0.0463	1.0
theta_c_pr2[4,52]	0.389	0.00504	0.483	-0.433	0.355	1.36	9207.0	0.106	1.0
theta_c_pr2[4,53]	-0.801	0.0347	0.488	-1.69	-0.837	0.248	198.0	0.00227	1.02
theta_c_pr2[4,54]	-0.249	0.00423	0.297	-0.825	-0.263	0.336	4929.0	0.0566	1.0
theta_c_pr2[4,55]	-1.2	0.00854	0.57	-2.01	-1.32	0.305	4462.0	0.0512	1.0
theta_c_pr2[4,56]	-1.5	0.00562	0.478	-2.38	-1.54	-0.44	7254.0	0.0832	1.0
theta_c_pr2[4,57]	-1.28	0.0159	1.08	-2.77	-1.61	1.32	4666.0	0.0535	1.0
theta_c_pr2[4,58]	0.612	0.00415	0.253	0.108	0.608	1.1	3712.0	0.0426	1.0
theta_c_pr2[4,59]	-0.555	0.00622	0.572	-1.37	-0.696	0.734	8454.0	0.097	1.0
theta_c_pr2[4,60]	0.522	0.00551	0.271	0.0178	0.502	1.09	2425.0	0.0278	1.0
theta_c_pr2[4,61]	-0.497	0.00365	0.302	-1.02	-0.534	0.191	6850.0	0.0786	1.0
theta_c_pr2[4,62]	0.17	0.00302	0.224	-0.273	0.162	0.614	5502.0	0.0631	1.0
theta_c_pr2[4,63]	-0.636	0.00479	0.391	-1.3	-0.688	0.27	6670.0	0.0765	1.0
theta_c_pr2[4,64]	-1.49	0.0192	1.11	-3.3	-1.68	0.831	3321.0	0.0381	1.0
theta_c_pr2[4,65]	-1.04	0.00804	0.513	-1.81	-1.12	0.27	4061.0	0.0466	1.0
theta_c_pr2[4,66]	-0.348	0.00522	0.261	-0.843	-0.36	0.182	2501.0	0.0287	1.0
theta_c_pr2[4,67]	-0.28	0.0048	0.271	-0.81	-0.289	0.267	3197.0	0.0367	1.0
theta_c_pr2[4,68]	-0.164	0.00487	0.273	-0.631	-0.195	0.444	3131.0	0.0359	1.0
theta_c_pr2[4,69]	0.00079	0.00319	0.227	-0.43	-0.0115	0.471	5091.0	0.0584	1.0
theta_c_pr2[4,70]	0.267	0.00308	0.22	-0.162	0.257	0.709	5125.0	0.0588	1.0
theta_c_pr2[4,71]	0.796	0.00414	0.284	0.222	0.792	1.34	4697.0	0.0539	1.0
theta_c_pr2[4,72]	0.0958	0.00431	0.233	-0.35	0.0836	0.569	2930.0	0.0336	1.0
theta_c_pr2[4,73]	-0.461	0.0117	0.924	-1.81	-0.631	1.4	6220.0	0.0714	1.0
theta_c_pr2[4,74]	0.123	0.00636	0.209	-0.29	0.118	0.52	1076.0	0.0123	1.01
theta_c_pr2[4,75]	-0.236	0.00464	0.404	-0.933	-0.286	0.673	7586.0	0.0871	1.0
theta_c_pr2[4,76]	0.92	0.00468	0.443	-0.0175	0.925	1.76	8952.0	0.103	1.0
theta_c_pr2[4,77]	-0.227	0.00373	0.226	-0.654	-0.237	0.23	3651.0	0.0419	1.0
theta_c_pr2[4,78]	-0.546	0.00455	0.382	-1.12	-0.621	0.362	7044.0	0.0808	1.0
theta_c_pr2[4,79]	0.508	0.00302	0.233	0.0451	0.503	0.96	5954.0	0.0683	1.0
theta_c_pr2[4,80]	-0.876	0.00397	0.289	-1.39	-0.904	-0.241	5291.0	0.0607	1.0
theta_c_pr2[4,81]	0.267	0.00299	0.223	-0.157	0.257	0.715	5561.0	0.0638	1.0
theta_c_pr2[4,82]	-0.224	0.00687	0.302	-0.766	-0.251	0.422	1936.0	0.0222	1.0
theta_c_pr2[4,83]	-1.51	0.0169	1.09	-3.16	-1.79	0.899	4127.0	0.0474	1.0
theta_c_pr2[4,84]	-1.09	0.0174	0.358	-1.76	-1.11	-0.309	424.0	0.00487	1.01
theta_c_pr2[4,85]	-0.902	0.0128	0.396	-1.6	-0.935	-0.0348	956.0	0.011	1.01
theta_c_pr2[4,86]	1.01	0.0029	0.25	0.51	1.01	1.49	7420.0	0.0852	1.0
theta_c_pr2[4,87]	1.89	0.00616	0.764	0.116	1.93	3.2	15391.0	0.177	1.0
theta_c_pr2[4,88]	-0.247	0.00385	0.325	-0.785	-0.3	0.491	7131.0	0.0818	1.0
theta_c_pr2[4,89]	-0.617	0.00488	0.413	-1.21	-0.71	0.399	7142.0	0.082	1.0
theta_c_pr2[4,90]	0.774	0.0033	0.286	0.226	0.763	1.34	7541.0	0.0865	1.0
theta_c_pr2[4,91]	-0.647	0.00773	0.657	-1.55	-0.83	0.832	7217.0	0.0828	1.0
theta_c_pr2[4,92]	0.636	0.00279	0.204	0.223	0.632	1.02	5346.0	0.0614	1.0
theta_c_pr2[4,93]	-0.661	0.00528	0.302	-1.17	-0.694	0.00902	3275.0	0.0376	1.0
theta_c_pr2[4,94]	0.697	0.00613	0.309	0.135	0.668	1.35	2542.0	0.0292	1.0
theta_c_pr2[4,95]	-0.512	0.00601	0.413	-1.08	-0.597	0.571	4719.0	0.0542	1.0
theta_c_pr2[4,96]	0.006	0.00414	0.387	-0.641	-0.0535	0.851	8750.0	0.1	1.0
theta_c_pr2[4,97]	2.13	0.00513	0.681	0.698	2.14	3.39	17625.0	0.202	1.0
theta_c_pr2[4,98]	0.0301	0.0108	0.268	-0.422	0.00104	0.645	618.0	0.00709	1.01
theta_c_pr2[4,99]	-0.934	0.0107	0.853	-2.21	-1.14	1.05	6384.0	0.0733	1.0
theta_c_pr2[4,100]	0.581	0.00864	0.285	0.0545	0.562	1.17	1091.0	0.0125	1.01
theta_c_pr2[4,101]	0.3	0.00602	0.36	-0.403	0.288	1.01	3583.0	0.0411	1.0
theta_c_pr2[4,102]	0.542	0.00342	0.25	0.0609	0.533	1.04	5354.0	0.0614	1.0
theta_c_pr2[4,103]	1.76	0.00505	0.508	0.739	1.75	2.73	10120.0	0.116	1.0
theta_c_pr2[4,104]	1.0	0.00469	0.412	0.156	0.996	1.78	7713.0	0.0885	1.0
theta_c_pr2[4,105]	0.768	0.00424	0.283	0.238	0.751	1.35	4435.0	0.0509	1.0
theta_c_pr2[4,106]	0.184	0.00346	0.211	-0.235	0.18	0.591	3720.0	0.0427	1.0
theta_c_pr2[4,107]	0.134	0.00397	0.281	-0.424	0.127	0.681	5004.0	0.0574	1.0
theta_c_pr2[4,108]	-0.573	0.00552	0.32	-1.16	-0.6	0.111	3357.0	0.0385	1.0
theta_c_pr2[4,109]	0.111	0.0029	0.205	-0.285	0.101	0.525	5018.0	0.0576	1.0
theta_c_pr2[4,110]	0.0106	0.00371	0.246	-0.467	-0.00197	0.503	4384.0	0.0503	1.0
theta_c_pr2[4,111]	0.607	0.00341	0.235	0.163	0.592	1.09	4744.0	0.0544	1.0
theta_c_pr2[4,112]	-0.0629	0.00343	0.31	-0.596	-0.0994	0.61	8180.0	0.0939	1.0
theta_c_pr2[4,113]	-0.479	0.0038	0.242	-0.949	-0.489	0.00448	4057.0	0.0466	1.0
theta_c_pr2[4,114]	-0.123	0.00354	0.231	-0.558	-0.138	0.353	4252.0	0.0488	1.0
theta_c_pr2[4,115]	-0.181	0.00506	0.444	-0.884	-0.259	0.789	7686.0	0.0882	1.0
theta_c_pr2[4,116]	-0.329	0.00338	0.227	-0.753	-0.341	0.141	4524.0	0.0519	1.0
theta_c_pr2[4,117]	0.809	0.00454	0.346	0.134	0.799	1.48	5812.0	0.0667	1.0
theta_c_pr2[4,118]	-0.962	0.0264	1.06	-2.38	-1.36	1.27	1626.0	0.0187	1.0
theta_c_pr2[4,119]	0.641	0.00469	0.416	-0.197	0.633	1.45	7857.0	0.0902	1.0
theta_c_pr2[4,120]	-0.618	0.00474	0.439	-1.29	-0.71	0.399	8604.0	0.0987	1.0
theta_c_pr2[4,121]	0.434	0.00974	0.803	-1.33	0.513	1.78	6806.0	0.0781	1.0
theta_c_pr2[4,122]	-0.161	0.00358	0.251	-0.641	-0.173	0.348	4923.0	0.0565	1.0
theta_c_pr2[4,123]	-0.237	0.00318	0.232	-0.664	-0.253	0.255	5315.0	0.061	1.0
theta_c_pr2[4,124]	0.241	0.00539	0.355	-0.423	0.22	0.965	4331.0	0.0497	1.0
theta_c_pr2[4,125]	-0.0737	0.003	0.223	-0.507	-0.0843	0.38	5530.0	0.0635	1.0
theta_c_pr2[4,126]	-0.922	0.00618	0.49	-1.63	-1.03	0.307	6299.0	0.0723	1.0
theta_c_pr2[4,127]	-0.969	0.00727	0.526	-1.78	-1.05	0.328	5224.0	0.06	1.0
theta_c_pr2[4,128]	-1.22	0.0176	1.12	-2.99	-1.45	1.08	4021.0	0.0461	1.0
b1_mu[1]	18.2	0.0362	1.7	14.9	18.1	21.6	2211.0	0.0254	1.0
b1_mu[2]	18.2	0.0812	1.79	14.7	18.2	21.8	485.0	0.00557	1.01
a1_mu[1]	0.0786	0.000233	0.0112	0.0574	0.0781	0.101	2304.0	0.0264	1.0
a1_mu[2]	0.0849	0.00033	0.0122	0.0618	0.0842	0.11	1370.0	0.0157	1.0
Omega[1,1]	1.0		7.75e-14	1.0	1.0	1.0			
Omega[1,2]	-0.000245	0.000772	0.14	-0.286	-0.00101	0.264	32816.0	0.377	1.0
Omega[1,3]	0.27	0.00124	0.0913	0.0748	0.271	0.435	5386.0	0.0618	1.0
Omega[1,4]	-0.00154	0.00161	0.0882	-0.182	-0.00145	0.164	3005.0	0.0345	1.0
Omega[2,1]	-0.000245	0.000772	0.14	-0.286	-0.00101	0.264	32816.0	0.377	1.0
Omega[2,2]	1.0		7.75e-14	1.0	1.0	1.0			
Omega[2,3]	0.118	0.00119	0.0996	-0.0866	0.119	0.307	6999.0	0.0803	1.0
Omega[2,4]	-0.117	0.00129	0.0827	-0.284	-0.119	0.0408	4086.0	0.0469	1.0
Omega[3,1]	0.27	0.00124	0.0913	0.0748	0.271	0.435	5386.0	0.0618	1.0
Omega[3,2]	0.118	0.00119	0.0996	-0.0866	0.119	0.307	6999.0	0.0803	1.0
Omega[3,3]	1.0		7.75e-14	1.0	1.0	1.0			
Omega[3,4]	-0.458	0.00319	0.0886	-0.63	-0.462	-0.28	774.0	0.00888	1.01
Omega[4,1]	-0.00154	0.00161	0.0882	-0.182	-0.00145	0.164	3005.0	0.0345	1.0
Omega[4,2]	-0.117	0.00129	0.0827	-0.284	-0.119	0.0408	4086.0	0.0469	1.0
Omega[4,3]	-0.458	0.00319	0.0886	-0.63	-0.462	-0.28	774.0	0.00888	1.01
Omega[4,4]	1.0		7.75e-14	1.0	1.0	1.0			
